chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	40177401	40177402	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.78:1	0:0:0:0	1:0.9:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9444	hyper	hyper	23175	5.5	25.5
chr1	40177402	40177404	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:0.9:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:1:1	0.975	hyper	hyper	23176	7	22.75
chr1	40177404	40177405	0.0014	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:0.78:1	0:0:0:0	1:1:1:1	0.97:1:1:1	1:1:1:1	1:1:1:1	0.75	hyper	hyper	23177	5.5	25.5
chr1	40177405	40177408	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:0.78:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9444	hyper	hyper	23178	7	22.75
chr1	40177408	40177409	0.007	0:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	0:1:0.78:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.93:1	1:1:1:1	0.75	hyper	hyper	23179	5.5	25.5
chr1	40177409	40177415	0.0014	0:1:1:1	0:0:0:0	0.5:1:0.5:1	0:0:0:0	0:1:0.78:1	0:0:0:0	0.67:1:0.67:1	0:0:0:0	1:1:0.93:1	1:1:1:1	0.7:1:0.6:1	1:1:1:1	0.6944	hyper	hyper	23180	7	22.75
chr1	40177415	40177416	5e-04	0.5:1:0.5:1	0:0:0:0	1:1:1:1	0.5:0:0:0	0.67:1:0.67:1	0:0:0:0	1:1:1:1	0.71:0:0:0	0.7:1:0.6:1	1:1:1:1	1:1:1:1	0.57:1:1:1	0.8334	hyper	hyper	23181	5.5	25.5
chr1	40177416	40177426	0.0025	1:1:1:1	0.5:0:0:0	1:1:0:1	0.5:0:0:0	1:1:1:1	0.71:0:0:0	1:1:0:1	0.72:0:0:0	1:1:1:1	0.57:1:1:1	1:1:1:1	0.57:1:1:1	0.8214	hyper	hyper	23182	7	22.75
chr1	40177426	40177427	0.0126	1:1:0:1	0.5:0:0:0	0.5:1:0:1	0:0:0:0	1:1:0:1	0.72:0:0:0	0.33:1:0:1	0:0:0:0	1:1:1:1	0.57:1:1:1	0.73:1:1:1	1:1:1:1	0.5694	hyper	hyper	23183	5.5	25.5
chr1	40177427	40177430	0.0014	0.5:1:0:1	0:0:0:0	1:1:0.5:1	0:0:0:0	0.33:1:0:1	0:0:0:0	0.95:0.98:0.61:1	0:0:0:0	0.73:1:1:1	1:1:1:1	0.97:1:1:1	1:1:1:1	0.5833	hyper	hyper	23184	7	22.75
chr1	40177430	40177431	0.0256	1:1:0.5:1	0:0:0:0	0:0:0.5:0	0:0:0:0	0.95:0.98:0.61:1	0:0:0:0	0.14:0.2:0.27:0.26	0:0:0:0.16	0.97:1:1:1	1:1:1:1	1:0.97:0.73:0.53	1:1:1:1	0.8835	hyper	hyper	23185	23.5	13.5
chr1	40177442	40177443	0.0014	1:1:1:1	0:0.5:0:0	1:1:1:0	0:0:0:0	1:0.98:0.87:1	0:0.5:0:0	1:1:0.92:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8368	hyper	hyper	23187	23.5	13.5
chr1	40177443	40177450	0.0014	1:1:1:0	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.92:0	0:0:0:0	1:0.76:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:0.93:1:1	1:1:1:1	0.7292	hyper	hyper	23188	24	16.5
chr1	40177450	40177451	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.76:1:1	0:0:0:0	0.95:1:1:1	0:0:0:0	1:0.93:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9389	hyper	hyper	23189	23.5	13.5
chr1	40177451	40177452	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.95:1:1:1	0:0:0:0	0.79:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	0.97:1:1:1	1:1:1:1	0.9868	hyper	hyper	23190	24	16.5
chr1	40177452	40177453	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0.5:0:0	0.79:1:1:1	0:0:0:0	1:0.92:1:0.92	0:0.75:0.04:0	0.97:1:1:1	1:1:1:1	1:1:1:1	1:0.6:1:1	0.9474	hyper	hyper	23191	23.5	13.5
chr1	40177453	40177454	2e-04	1:1:1:1	0:0.5:0:0	1:1:1:1	0:0:0:0	1:0.92:1:0.92	0:0.75:0.04:0	1:1:0.83:0.86	0:0:0:0	1:1:1:1	1:0.6:1:1	1:1:1:1	1:1:1:1	0.7653	hyper	hyper	23192	24	16.5
chr1	40177454	40177455	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.83:0.86	0:0:0:0	0.89:1:0.96:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9208	hyper	hyper	23193	23.5	13.5
chr1	40177455	40177458	2e-04	1:1:1:1	0:0:0:0	1:1:1:0.5	0:0:0:0	0.89:1:0.96:1	0:0:0:0	1:0.93:0.91:0.57	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:0.77	1:1:1:1	0.9632	hyper	hyper	23194	24	16.5
chr1	40177458	40177459	2e-04	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:0.93:0.91:0.57	0:0:0:0	0.79:1:1:1	0:0:0:0	1:1:1:0.77	1:1:1:1	0.97:1:1:1	1:1:1:1	0.8544	hyper	hyper	23195	23.5	13.5
chr1	40177459	40177466	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.79:1:1:1	0:0:0:0	1:0.91:1:1	0:0:0:0	0.97:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:1	0.9474	hyper	hyper	23196	24	16.5
chr1	40177466	40177467	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.91:1:1	0:0:0:0	0.84:0.98:0.75:0.85	0:0:0:0	1:0.97:1:1	1:1:1:1	0.97:1:0.87:0.93	1:1:1:1	0.9778	hyper	hyper	23197	23.5	13.5
chr1	40177481	40177498	3e-04	1:1:1:1	0:0:0:0	1:0.5:1:1	0:0:0:0.5	1:0.98:1:0.92	0:0:0:0	0.93:0.62:1:1	0:0:0:0.5	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:1	0.9745	hyper	hyper	23200	24	16.5
chr1	40177498	40177501	0.0026	1:0.5:1:1	0:0:0:0.5	1:0:1:1	0:0:0:0	0.93:0.62:1:1	0:0:0:0.5	0.93:0.25:1:1	0:0:0:0	1:0.97:1:1	1:1:1:1	1:0.53:1:1	1:1:1:1	0.7646	hyper	hyper	23201	16.75	5.5
chr1	40177501	40177514	0.0014	1:0:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.93:0.25:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.53:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.7958	hyper	hyper	23202	16.75	5.5
chr1	40177514	40177531	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.93:0.75:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:0.73:1:1	1:1:1:1	1	hyper	hyper	23203	16.75	5.5
chr1	40177875	40177876	2e-04	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.62	0:0:0:0	0.94:0.96:1:1	0:0:0:0	1:1:1:0.8	1:1:1:1	1:1:1:1	1:1:1:1	0.9062	hyper	hyper	23208	12.25	10.75
chr1	40177876	40177881	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.94:0.96:1:1	0:0:0:0	1:1:1:0.75	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:0.9	1:1:1:1	0.9761	hyper	hyper	23209	13.25	11.25
chr1	40177881	40177882	0.0014	1:1:1:1	0:0:0:0	1:1:1:0	0:0:0:0	1:1:1:0.75	0:0:0:0	1:1:1:0	0:0:0:0	1:1:1:0.9	1:1:1:1	1:1:1:1	1:1:1:1	0.9375	hyper	hyper	23210	12.25	10.75
chr1	40177882	40177887	0.0014	1:1:1:0	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0	0:0:0:0	1:0.84:1:0.88	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.75	hyper	hyper	23211	13.25	11.25
chr1	40177887	40177888	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.84:1:0.88	0:0:0:0	1:1:0.75:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.87:1	1:1:1:1	0.9288	hyper	hyper	23212	12.25	10.75
chr1	40177907	40177969	0.0079	1:1:0.5:1	0:0:0:0	1:1:1:0.5	1:0:0.5:0	1:1:0.5:1	0:0:0:0	1:0.75:1:0.67	0.86:0:0.54:0	1:1:1:1	1:1:1:1	1:0.87:1:0.67	1:1:1:1	0.875	hyper	hyper	23215	13.25	11.25
chr1	40177972	40177973	0.0014	1:1:1:1	0:0:0:0	1:1:1:1	1:0:0:0	1:1:1:1	0:0:0:0	1:0.82:1:1	1:0:0:0	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:1	1	hyper	hyper	23218	9.25	16.5
chr1	40177973	40177974	0.0014	1:1:1:1	1:0:0:0	1:1:1:1	0:0:0:0	1:0.82:1:1	1:0:0:0	1:1:0.86:0.78	0:0:0:0	1:0.97:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.7046	hyper	hyper	23219	8.75	16.25
chr1	40177974	40177975	0.0256	1:1:1:1	0:0:0:0	0:0:1:0	0:0:0:0.5	1:1:0.86:0.78	0:0:0:0	0:0:1:0	0:0:0:0.4	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:0.9	0.9087	hyper	hyper	23220	9.25	16.5
chr1	40177979	40177980	2e-04	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	0.78:1:1:0.56	0:0:0:0	1:1:1:1	0:0:0:0	0.83:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8334	hyper	hyper	23222	9.25	16.5
chr1	40177980	40177987	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	23223	8.75	16.25
chr1	40177987	40177988	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0.5:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0.54:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	23224	9.25	16.5
chr1	40177988	40177989	2e-04	1:1:1:1	0:0.5:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0.54:0:0	1:1:1:1	0.29:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	0.77:1:1:1	0.8661	hyper	hyper	23225	8.75	16.25
chr1	40177989	40177990	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0.29:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0.77:1:1:1	1:1:1:1	1:1:1:1	0.9286	hyper	hyper	23226	9.25	16.5
chr1	40177990	40177993	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.78:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	23227	8.75	16.25
chr1	40177993	40177994	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.78:1:1:1	0:0:0:0	1:0.91:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9444	hyper	hyper	23228	9.25	16.5
chr1	40177994	40177996	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.91:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9773	hyper	hyper	23229	8.75	16.25
chr1	40177996	40177997	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.97	1	hyper	hyper	23230	9.25	16.5
chr1	40177997	40178007	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.5	1:1:1:1	0:0:0:0	0.89:1:1:1	0:0:0:0.75	1:1:1:1	1:1:1:0.97	1:1:1:1	1:1:1:0.67	1	hyper	hyper	23231	8.75	16.25
chr1	40178007	40178008	5e-04	1:1:1:1	0:0:0:0.5	1:1:0.5:1	0:0:0:0.5	0.89:1:1:1	0:0:0:0.75	1:1:0.71:1	0:0:0:0.6	1:1:1:1	1:1:1:0.67	1:1:0.57:1	1:1:1:0.97	0.7847	hyper	hyper	23232	9.25	16.5
chr1	40178008	40178012	6e-04	1:1:0.5:1	0:0:0:0.5	0.5:1:0.5:1	0:0:0:0	1:1:0.71:1	0:0:0:0.6	0.67:1:0.57:1	0:0:0:0	1:1:0.57:1	1:1:1:0.97	0.5:1:0.93:1	1:1:1:1	0.7786	hyper	hyper	23233	8.75	16.25
chr1	40178012	40178013	2e-04	0.5:1:0.5:1	0:0:0:0	1:1:1:1	0:0:0:0	0.67:1:0.57:1	0:0:0:0	1:1:1:1	0:0:0:0	0.5:1:0.93:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8095	hyper	hyper	23234	9.25	16.5
chr1	40178013	40178020	0.0014	1:1:1:1	0:0:0:0	1:1:1:1	1:0:0:0	1:1:1:1	0:0:0:0	1:1:0.86:1	0.86:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	0.9:1:1:1	1	hyper	hyper	23235	8.75	16.25
chr1	40178020	40178021	0.0014	1:1:1:1	1:0:0:0	1:1:1:1	0:0:0:0	1:1:0.86:1	0.86:0:0:0	1:1:1:0.8	0:0:0:0	1:1:1:1	0.9:1:1:1	1:1:1:1	1:1:1:1	0.75	hyper	hyper	23236	9.25	16.5
chr1	40178021	40178023	2e-04	1:1:1:1	0:0:0:0	0.5:0.5:0.5:1	0:0:0:0	1:1:1:0.8	0:0:0:0	0.36:0.52:0.42:0.82	0:0:0:0	1:1:1:1	1:1:1:1	0.93:1:1:1	1:1:1:1	0.95	hyper	hyper	23237	8.75	16.25
chr1	40178023	40178024	0.0014	0.5:0.5:0.5:1	0:0:0:0	0.5:1:0.5:0	0:0:0:0	0.36:0.52:0.42:0.82	0:0:0:0	0.6:0.79:0.64:0.09	0:0:0:0	0.93:1:1:1	1:1:1:1	1:0.87:0.93:1	1:1:1:1	0.5276	hyper	hyper	23238	27.75	27.5
chr1	40178024	40178033	0.007	0.5:1:0.5:0	0:0:0:0	0:1:1:1	0:0:0:0	0.6:0.79:0.64:0.09	0:0:0:0	0:1:1:1	0:0:0:0	1:0.87:0.93:1	1:1:1:1	1:1:1:1	1:1:1:1	0.5287	hyper	hyper	23239	24.75	28
chr1	40178033	40178034	0.0014	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:0.84	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.75	hyper	hyper	23240	18.5	11
chr1	40178034	40178038	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.84	0:0:0:0	1:1:1:0.86	0:0:0:0	1:1:1:1	1:1:1:1	0.97:1:1:1	1:1:1:1	0.9592	hyper	hyper	23241	16	11.75
chr1	40178038	40178039	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:0.86	0:0:0:0	0:1:1:0.9	0.03:0:0:0	0.97:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9657	hyper	hyper	23242	18.5	11
chr1	40178039	40178059	0.0014	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:1:1:0.9	0.03:0:0:0	1:0.77:1:0.92	0:0:0:0	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:1	0.7162	hyper	hyper	23243	16	11.75
chr1	40178059	40178060	2e-04	1:1:1:1	0:0:0:0	0.5:1:1:1	0:0:0:0	1:0.77:1:0.92	0:0:0:0	0.5:1:1:1	0:0:0:0	1:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9227	hyper	hyper	23244	18.5	11
chr1	40178060	40178068	3e-04	0.5:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.5	0.5:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.62	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.97	0.875	hyper	hyper	23245	16	11.75
chr1	40178068	40178069	2e-04	1:1:1:1	0:0:0:0.5	1:1:1:1	0:0.5:0:0	1:1:1:1	0:0:0:0.62	1:1:1:0.98	0.03:0.62:0:0	1:1:1:1	1:1:1:0.97	1:1:1:1	1:1:1:1	0.8438	hyper	hyper	23246	18.5	11
chr1	40178073	40178105	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0.5:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0.44:0:0:0	1:1:1:1	1:0.97:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	23249	16	11.75
chr1	40178116	40178117	0.0014	1:1:1:1	0:0:0:0	1:1:1:0	0:0:0:0	1:0.88:1:1	0:0:0:0	1:1:0.99:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9706	hyper	hyper	23252	33.75	10.5
chr1	40178117	40178123	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	1:1:0.99:0	0:0:0:0	1:1:0.96:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:0.97:1:1	0.7464	hyper	hyper	23253	28	11.25
chr1	40178123	40178124	0.0014	1:1:1:0	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.96:0	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:0.97:1:1	1:1:1:1	1:1:1:1	0.7412	hyper	hyper	23254	33.75	10.5
chr1	40178124	40178125	0.0014	1:1:1:1	0:0:0:0	1:1:1:1	0:1:0:0	1:1:1:1	0:0:0:0	1:0.94:1:1	0:0.8:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:0.77:1:1	1	hyper	hyper	23255	28	11.25
chr1	40178125	40178126	0.0014	1:1:1:1	0:1:0:0	1:0.5:1:1	0:0:0:0	1:0.94:1:1	0:0.8:0:0	0.93:0.43:0.96:1	0:0:0:0	1:1:1:1	1:0.77:1:1	0.97:1:1:1	1:1:1:1	0.7853	hyper	hyper	23256	33.75	10.5
chr1	40178126	40178140	2e-04	1:0.5:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.93:0.43:0.96:1	0:0:0:0	0.91:1:1:1	0:0:0:0	0.97:1:1:1	1:1:1:1	0.97:1:1:1	1:1:1:1	0.8284	hyper	hyper	23257	28	11.25
chr1	40178140	40178141	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	0.91:1:1:1	0:0:0:0	0:1:0.87:1	0:0:0:0	0.97:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9766	hyper	hyper	23258	33.75	10.5
chr1	40178141	40178149	0.0014	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:1:0.87:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.7174	hyper	hyper	23259	28	11.25
chr1	40178149	40178150	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.93:1:1	0:0:0.03:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	23260	33.75	10.5
chr1	40178150	40178154	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.93:1:1	0:0:0.03:0	0.94:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9744	hyper	hyper	23261	28	11.25
chr1	40178154	40178155	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.94:1:1:1	0:0:0:0	0.96:1:0.81:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9844	hyper	hyper	23262	33.75	10.5
chr1	40178155	40178160	0.0256	1:1:1:1	0:0:0:0	0:0:0:1	0:0:0:0	0.96:1:0.81:1	0:0:0:0	0.18:0:0.21:0.94	0:0:0:0	1:1:1:1	1:1:1:1	0.97:1:0.83:1	1:1:1:1	0.944	hyper	hyper	23263	28	11.25
chr1	40178161	40178182	0.0101	1:0.5:1:0	0:0:0:0	1:1:1:1	0:0:1:0	0.74:0.56:0.73:0.06	0:0:0:0	1:1:0.71:0.93	0:0:0.76:0	0.7:0.93:0.53:1	1:1:1:1	1:1:0.63:1	1:1:0.5:1	0.5236	hyper	hyper	23265	40.5	44.75
chr1	40178182	40178191	0.0014	1:1:1:1	0:0:1:0	1:1:1:1	0:0:0:0	1:1:0.71:0.93	0:0:0.76:0	1:1:0.93:0.93	0:0:0:0	1:1:0.63:1	1:1:0.5:1	1:1:1:1	1:1:1:1	0.7223	hyper	hyper	23266	12.5	33.5
chr1	40178191	40178206	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.93:0.93	0:0:0:0	0.9:1:1:0.87	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9655	hyper	hyper	23267	12.5	33.5
chr1	40178206	40178208	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0.5:0.5:0	0.9:1:1:0.87	0:0:0:0	1:1:1:1	0:0.67:0.52:0	1:1:1:1	1:1:1:1	1:1:1:1	1:0.87:1:1	0.9417	hyper	hyper	23268	12.5	33.5
chr1	40178208	40178210	2e-04	1:1:1:1	0:0.5:0.5:0	1:1:1:1	0:0:0:0.5	1:1:1:1	0:0.67:0.52:0	1:1:1:0.8	0:0:0:0.57	1:1:1:1	1:0.87:1:1	1:1:1:1	1:1:1:0.97	0.704	hyper	hyper	23269	12.5	33.5
chr1	40178210	40178221	2e-04	1:1:1:1	0:0:0:0.5	1:1:1:1	0:0.5:0:0	1:1:1:0.8	0:0:0:0.57	1:1:1:1	0:0.67:0:0	1:1:1:1	1:1:1:0.97	1:1:1:1	1:0.9:1:1	0.8071	hyper	hyper	23270	12.5	33.5
chr1	40178221	40178223	2e-04	1:1:1:1	0:0.5:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0.67:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:0.9:1:1	1:1:1:1	1:1:1:1	0.8333	hyper	hyper	23271	12.5	33.5
chr1	40178223	40178226	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.73	0:0:0.03:0	1:1:1:1	1:1:1:1	1:1:1:0.97	1:1:1:1	1	hyper	hyper	23272	12.5	33.5
chr1	40178226	40178274	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.73	0:0:0.03:0	1:1:1:1	0:0:0:0	1:1:1:0.97	1:1:1:1	1:1:1:1	1:1:1:1	0.9247	hyper	hyper	23273	12.5	33.5
chr1	40178274	40178287	2e-04	1:1:1:1	0:0:0:0	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:0.91:1:0.5	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:0.97	1:1:1:1	1	hyper	hyper	23274	10.75	11.75
chr1	40178287	40178288	2e-04	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:0.91:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.97	1:1:1:1	1:1:1:1	1:1:1:1	0.8523	hyper	hyper	23275	10.75	11.75
chr1	40178288	40178298	0.0014	1:1:1:1	0:0:0:0	0:0.5:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:0.64:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:0.53:1:1	1:1:1:1	1	hyper	hyper	23276	10.75	13
chr1	40178298	40178299	0.0026	0:0.5:1:1	0:0:0:0	1:1:1:1	0.5:0:0:0	0:0.64:1:1	0:0:0:0	1:0.91:1:0.87	0.67:0:0:0	1:0.53:1:1	1:1:1:1	1:1:1:1	0.93:1:1:1	0.6591	hyper	hyper	23277	10.75	11.75
chr1	40178299	40178307	2e-04	1:1:1:1	0.5:0:0:0	1:1:1:1	0:0:0.5:0	1:0.91:1:0.87	0.67:0:0:0	1:1:1:1	0:0:0.5:0	1:1:1:1	0.93:1:1:1	1:1:1:1	1:1:1:1	0.7773	hyper	hyper	23278	10.75	13
chr1	40178307	40178308	0.0014	1:1:1:1	0:0:0.5:0	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0.5:0	0.14:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	0.97:1:1:1	1:1:1:1	0.875	hyper	hyper	23279	10.75	11.75
chr1	40178308	40178313	0.0014	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.14:1:1:1	0:0:0:0	1:0.91:1:1	0:0:0:0	0.97:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.7857	hyper	hyper	23280	10.75	13
chr1	40178313	40178314	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.91:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:1:1	0.9773	hyper	hyper	23281	10.75	11.75
chr1	40178314	40178320	0.0014	1:1:1:1	0:0:0:0	1:1:1:1	1:0:0:0	1:1:1:1	0:0:0:0	0.79:1:1:0.69	0.83:0:0:0	1:1:1:1	0.97:1:1:1	0.93:1:1:0.83	0.8:1:1:1	1	hyper	hyper	23282	10.75	13
chr1	40178320	40178321	0.0014	1:1:1:1	1:0:0:0	1:1:1:1	0:0:0:0	0.79:1:1:0.69	0.83:0:0:0	1:1:1:1	0:0.04:0:0	0.93:1:1:0.83	0.8:1:1:1	1:1:1:1	1:1:1:1	0.66	hyper	hyper	23283	10.75	11.75
chr1	40178321	40178323	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0.04:0:0	0.93:0.91:1:0.81	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9891	hyper	hyper	23284	10.75	13
chr1	40178323	40178324	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.93:0.91:1:0.81	0:0:0:0	1:1:1:0.93	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9126	hyper	hyper	23285	10.75	11.75
chr1	40178324	40178327	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.93	0:0:0:0	1:1:1:0.94	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9833	hyper	hyper	23286	10.75	13
