chr	start	end	CpG	test1_DMRfinder-N	test1_DMRfinder-X	test2_DMRfinder-N	test2_DMRfinder-X	test3_DMRfinder-N	test3_DMRfinder-X	test4_DMRfinder-N	test4_DMRfinder-X	control1_DMRfinder-N	control1_DMRfinder-X	control2_DMRfinder-N	control2_DMRfinder-X	control3_DMRfinder-N	control3_DMRfinder-X	control4_DMRfinder-N	control4_DMRfinder-X
chr21	41726498	41726745	12	300	168	536	322	336	180	252	135	839	502	272	145	132	73	148	61
chr21	41732151	41732220	5	90	33	NA	NA	245	113	155	96	85	42	NA	NA	110	34	NA	NA
chr21	41752712	41752914	18	378	192	43	22	177	94	201	142	208	124	548	295	221	141	133	54
chr21	41755111	41755179	4	81	34	86	46	227	119	63	35	39	26	55	28	97	32	201	89
chr21	41758303	41758393	7	97	57	98	43	727	394	126	75	280	156	56	36	301	163	NA	NA
chr21	41774029	41774291	15	408	216	146	83	426	260	690	420	254	144	500	333	252	165	482	263
chr21	41802685	41802809	7	252	162	NA	NA	342	159	NA	NA	324	182	60	46	102	50	84	56
chr21	41803955	41804098	5	32	20	464	243	NA	NA	NA	NA	84	62	124	79	132	93	36	15
chr21	41805007	41805141	5	NA	NA	200	117	NA	NA	68	38	44	29	132	91	92	58	NA	NA
chr21	41814494	41814736	12	474	284	54	33	434	234	836	522	143	96	175	109	520	300	205	101
chr21	41847497	41847614	4	276	174	459	247	87	64	75	53	96	52	27	18	42	26	102	64
chr21	41853138	41853341	10	658	308	90	44	112	58	98	39	200	79	94	57	202	130	290	171
chr21	41853755	41853980	8	337	209	83	43	497	262	187	102	79	37	205	113	382	180	284	135
chr21	41873737	41873815	5	56	36	141	66	413	170	237	81	NA	NA	116	57	153	73	36	22
chr21	41883640	41883842	14	112	56	828	543	406	221	274	153	66	49	92	55	188	114	256	141
chr21	41888580	41888660	3	46	29	84	44	20	14	106	67	68	44	35	21	NA	NA	80	42
chr21	41892457	41892590	7	138	86	288	197	258	153	192	121	126	75	48	27	48	33	120	79
chr21	41895361	41895410	3	48	28	249	106	21	6	39	12	21	11	120	55	81	31	33	17
chr21	41908318	41908628	16	600	340	123	62	501	312	288	165	336	178	666	381	81	43	279	173
chr21	41911099	41911347	16	450	291	712	375	145	83	1012	555	184	92	375	183	255	140	599	282
chr21	41931107	41931359	16	338	187	471	223	368	208	244	130	241	139	394	215	262	140	330	188
chr21	41932306	41932358	3	72	27	NA	NA	NA	NA	NA	NA	24	11	345	147	NA	NA	NA	NA
chr21	41932667	41932765	3	NA	NA	NA	NA	43	17	84	39	NA	NA	58	23	127	56	21	11
chr21	41945121	41945189	6	NA	NA	348	214	132	59	84	47	216	102	204	111	72	35	126	69
chr21	41949200	41949540	18	366	202	501	237	607	296	361	235	811	413	591	288	644	334	426	194
chr21	41988665	41988799	13	42	23	386	220	186	78	174	105	406	228	54	17	300	176	38	12
chr21	42008672	42008783	3	NA	NA	30	14	NA	NA	NA	NA	NA	NA	50	25	NA	NA	NA	NA
chr21	42046719	42046844	7	24	11	96	58	294	199	36	15	144	83	48	32	126	62	NA	NA
chr21	42048820	42048872	5	151	97	395	204	356	241	64	48	44	20	183	87	NA	NA	230	148
chr21	42055869	42056177	13	77	51	248	151	437	222	112	74	292	152	94	59	448	280	438	276
chr21	42060135	42060305	4	69	49	NA	NA	129	73	21	14	126	67	NA	NA	141	100	63	38
chr21	42067155	42067242	3	105	30	78	43	33	12	324	104	45	17	48	25	36	8	81	33
chr21	42077832	42078030	9	573	295	136	83	519	267	40	25	526	331	72	34	136	87	152	92
chr21	42100437	42100505	3	198	89	198	79	117	39	NA	NA	120	41	30	14	21	11	57	22
chr21	42103672	42103747	3	38	20	36	15	70	39	105	76	41	23	67	27	NA	NA	27	16
chr21	42143453	42143502	3	186	74	90	32	201	68	144	54	168	57	78	33	NA	NA	45	13
chr21	42144638	42144822	11	110	68	450	264	280	161	100	58	450	267	NA	NA	590	301	360	224
chr21	42153026	42153095	3	NA	NA	399	177	21	6	33	12	NA	NA	114	51	51	27	24	9
chr21	42161574	42161776	12	182	102	21	14	810	425	100	59	NA	NA	20	16	81	43	983	591
chr21	42189998	42190396	18	424	245	712	449	381	206	202	112	329	168	456	251	755	436	744	378
chr21	42193966	42194169	5	135	80	59	28	39	30	114	75	113	86	33	22	45	26	91	63
chr21	42194932	42195000	3	264	93	237	67	63	27	66	27	162	45	33	11	102	43	318	89
chr21	42197336	42197404	4	NA	NA	NA	NA	28	16	132	68	60	26	60	30	124	68	76	36
chr21	42206100	42206257	10	72	33	97	57	452	210	458	253	70	38	409	257	222	129	108	56
chr21	42213517	42213875	21	217	154	244	162	424	292	845	462	843	525	340	187	1643	950	952	526
chr21	42218498	42218811	30	505	82	1439	310	988	249	1135	195	1823	191	602	87	805	38	447	23
chr21	42218871	42219193	30	789	148	785	98	3169	821	980	161	726	74	576	48	756	102	167	29
chr21	42255308	42255382	7	NA	NA	NA	NA	112	5	310	16	203	8	407	69	127	21	106	11
chr21	42255511	42255537	3	NA	NA	NA	NA	NA	NA	103	14	295	30	189	16	175	44	27	6
chr21	42256421	42256623	10	145	20	110	5	345	24	75	8	80	0	455	32	355	22	235	68
chr21	42262159	42262199	4	32	0	32	3	108	11	132	14	28	3	268	52	148	0	20	1
chr21	42368495	42368511	3	NA	NA	135	0	73	1	23	0	NA	NA	NA	NA	55	13	NA	NA
chr21	42382690	42382778	4	184	0	72	1	72	0	276	37	276	21	332	1	NA	NA	NA	NA
chr21	42383126	42383280	6	75	2	25	9	220	14	470	0	200	38	375	58	695	107	240	16
chr21	42384132	42384276	5	36	10	60	0	232	2	156	16	48	3	36	9	36	1	96	28
chr21	42396945	42397029	3	129	0	63	0	30	6	36	0	264	0	21	3	NA	NA	60	0
chr21	42419150	42419220	4	52	13	51	3	NA	NA	25	2	22	0	33	6	66	7	227	14
chr21	42438650	42438725	4	125	4	36	9	110	26	41	9	32	11	NA	NA	NA	NA	47	0
chr21	42441026	42441191	13	167	27	606	5	61	7	656	11	35	6	385	54	406	38	526	63
chr21	42447532	42447747	10	36	1	135	21	594	94	1062	110	72	5	198	23	189	20	144	32
chr21	42448284	42448478	5	84	5	71	0	39	1	31	3	170	22	168	13	35	13	NA	NA
chr21	42468546	42468718	5	64	16	20	9	20	7	96	20	144	1	140	26	NA	NA	76	14
chr21	42471377	42471579	7	133	14	81	18	NA	NA	422	68	230	26	165	7	23	4	NA	NA
chr21	42480136	42480163	3	NA	NA	49	0	156	40	91	1	52	0	26	6	42	5	40	0
chr21	42485481	42485761	8	105	8	170	1	122	13	56	3	198	3	452	31	52	0	220	36
chr21	42486424	42486489	3	84	9	177	41	54	0	NA	NA	219	1	66	0	51	0	NA	NA
chr21	42488188	42488241	3	75	9	40	7	52	1	21	0	105	38	NA	NA	59	0	55	7
chr21	42493972	42494133	5	88	9	260	72	72	1	188	16	44	3	228	82	24	8	32	3
chr21	42499772	42499982	7	220	13	NA	NA	336	87	300	18	348	74	90	24	508	0	138	11
chr21	42531605	42531809	8	756	66	203	9	NA	NA	706	121	188	26	280	11	252	23	21	4
chr21	42539384	42539722	36	557	32	997	114	1059	181	1215	107	679	75	281	24	539	81	1990	265
chr21	42539728	42540069	37	804	129	343	35	296	24	2304	205	368	28	275	25	729	124	2150	74
chr21	42540206	42540704	54	1018	88	680	73	1415	65	1964	237	1936	134	1266	135	1818	194	3579	448
chr21	42540974	42541216	16	631	93	294	37	225	18	954	235	284	33	460	63	314	21	801	122
chr21	42551850	42551926	3	72	9	141	0	450	57	99	16	192	0	123	13	33	0	75	7
chr21	42571198	42571619	9	200	17	231	19	166	9	38	6	128	15	209	54	273	37	170	1
chr21	42576036	42576104	3	31	14	25	4	66	0	30	3	NA	NA	38	14	29	0	35	0
chr21	42576219	42576263	3	47	27	83	13	NA	NA	36	6	26	0	49	0	NA	NA	70	0
chr21	42581078	42581230	6	165	21	85	15	100	17	25	0	35	5	25	1	115	7	155	19
chr21	42585625	42585737	6	63	5	101	11	390	79	224	16	290	38	65	6	358	24	247	31
chr21	42588538	42588719	10	NA	NA	108	8	378	57	NA	NA	243	1	NA	NA	144	9	504	89
chr21	42589599	42589719	3	80	12	44	9	72	0	38	5	NA	NA	50	0	90	19	NA	NA
chr21	42591751	42591937	9	512	46	296	14	208	7	872	4	248	25	288	42	32	2	376	44
chr21	42594716	42594808	3	48	0	81	0	178	27	32	0	48	4	NA	NA	NA	NA	NA	NA
chr21	42595749	42595967	7	228	20	135	1	183	1	475	118	152	9	158	5	48	0	31	0
chr21	42608688	42608736	3	NA	NA	372	0	36	0	96	0	39	5	75	0	NA	NA	273	0
chr21	42609096	42609297	9	55	7	NA	NA	132	27	NA	NA	77	3	660	53	243	22	275	0
chr21	42614392	42614495	3	NA	NA	NA	NA	68	0	26	4	60	9	NA	NA	28	3	80	11
chr21	42621725	42621873	5	700	332	207	65	258	65	171	55	155	58	69	19	65	10	53	22
chr21	42623005	42623051	3	294	88	33	4	78	8	156	67	NA	NA	84	20	NA	NA	39	10
chr21	42645283	42645464	6	50	8	NA	NA	190	85	385	131	40	10	150	56	60	15	40	23
chr21	42647329	42647621	14	228	83	307	132	236	67	498	262	140	43	188	87	831	337	313	127
chr21	42665011	42665110	3	90	36	92	28	104	46	47	10	NA	NA	41	11	79	28	113	52
chr21	42675724	42675835	6	50	16	115	45	30	15	295	103	450	119	160	26	95	37	125	40
chr21	42676361	42676554	11	386	156	70	28	250	74	866	228	NA	NA	744	240	158	78	194	71
chr21	42688537	42688644	15	159	73	333	169	390	131	582	203	114	32	561	156	105	51	561	96
chr21	42693687	42693777	4	296	79	NA	NA	55	19	52	20	211	92	84	13	NA	NA	76	26
chr21	42721729	42721927	5	130	34	88	42	75	29	242	83	209	90	98	33	108	63	240	121
chr21	42722029	42722166	7	50	17	319	157	61	27	134	25	354	103	93	34	NA	NA	74	39
chr21	42722859	42722887	3	NA	NA	214	65	79	28	20	16	40	20	NA	NA	73	47	65	38
chr21	42731227	42731327	5	89	9	134	50	452	157	137	33	126	25	22	7	56	18	168	30
chr21	42732378	42732744	13	321	151	336	122	322	111	247	87	136	64	1310	211	336	102	173	63
chr21	42735504	42735718	9	322	113	427	60	53	21	285	90	319	84	545	146	70	30	290	105
chr21	42746164	42746363	6	228	93	273	157	204	48	147	19	351	150	105	34	42	21	564	308
chr21	42747811	42747861	3	86	5	119	27	39	23	103	18	29	15	32	2	72	46	142	57
chr21	42751401	42751726	7	78	26	157	11	329	68	107	27	93	42	60	16	132	41	191	48
chr21	42754925	42755143	6	194	81	247	106	131	54	102	46	23	10	119	26	134	41	64	25
chr21	42759132	42759344	6	70	34	230	97	173	47	NA	NA	109	20	62	28	210	88	30	14
chr21	42760047	42760326	9	214	78	456	141	636	309	973	297	30	5	258	76	190	45	124	63
chr21	42762610	42762857	12	350	76	435	122	300	139	165	49	180	51	301	90	204	48	469	111
chr21	42764753	42764889	6	150	61	75	30	25	10	110	48	NA	NA	315	117	150	104	205	110
chr21	42775934	42776063	5	121	25	44	0	53	22	235	30	28	7	102	14	156	60	217	69
chr21	42791430	42791565	5	212	88	48	22	200	81	72	17	96	39	96	41	88	40	312	101
chr21	42792265	42792694	29	717	247	1485	486	837	367	1363	531	1650	534	1188	522	1206	414	941	399
chr21	42797918	42798068	14	286	108	91	29	2002	905	312	118	338	123	247	99	1014	420	325	142
chr21	42798189	42798286	13	132	5	279	37	120	16	339	25	914	33	1358	112	229	27	72	6
chr21	42798813	42799150	16	819	167	352	109	550	109	340	49	877	32	277	61	534	66	440	66
chr21	42801691	42801917	8	68	30	204	93	48	21	764	410	128	54	64	26	164	76	324	141
chr21	42811637	42811699	3	225	70	180	66	87	33	111	26	39	17	24	9	261	122	252	89
chr21	42813400	42813753	16	984	478	265	142	385	199	70	35	1185	486	1605	839	419	218	619	280
chr21	42817104	42817308	4	106	26	49	24	382	133	120	71	115	30	43	13	59	31	NA	NA
chr21	42820454	42820559	6	36	26	132	62	36	23	114	45	36	14	96	24	NA	NA	144	61
chr21	42823325	42823532	5	76	52	188	89	48	31	104	56	100	51	128	68	52	30	140	74
chr21	42824143	42824314	4	183	95	132	64	NA	NA	72	44	33	13	54	32	21	11	NA	NA
chr21	42827918	42827996	3	51	14	153	50	48	20	168	31	NA	NA	39	12	207	103	87	22
chr21	42830679	42830739	6	30	12	372	148	360	158	282	106	24	12	24	10	NA	NA	102	53
chr21	42845160	42845359	14	218	114	332	135	384	184	378	167	422	196	198	93	298	145	872	440
chr21	42848078	42848219	6	45	25	170	89	130	32	75	36	25	8	310	147	35	17	35	16
chr21	42850616	42850715	3	169	25	26	9	NA	NA	274	68	NA	NA	88	25	200	73	NA	NA
chr21	42855370	42855518	9	184	122	109	56	336	143	96	60	447	230	445	219	611	298	67	27
chr21	42860149	42860345	9	120	48	130	61	1206	409	103	38	109	29	88	54	85	27	295	152
chr21	42866154	42866455	18	453	177	940	456	206	73	522	179	542	207	201	67	494	146	457	115
chr21	42867408	42867476	5	495	197	120	60	160	83	115	37	80	32	125	44	30	11	115	38
chr21	42879184	42879544	27	457	188	515	243	1257	580	760	357	979	449	927	408	931	312	1496	704
chr21	42879582	42879946	32	1673	663	1682	802	1418	610	1351	615	547	254	1595	823	926	452	754	333
chr21	42879969	42880339	39	1785	856	1897	875	785	374	1036	415	1270	594	894	364	1449	705	758	384
chr21	42880344	42880726	18	265	109	356	150	362	166	373	156	640	255	543	246	510	201	469	154
chr21	42885069	42885251	6	40	24	695	422	170	102	120	52	NA	NA	500	199	NA	NA	80	37
chr21	42891579	42891715	3	NA	NA	NA	NA	216	75	NA	NA	NA	NA	32	18	126	85	42	20
chr21	42896455	42896770	14	315	137	295	143	55	23	803	486	146	83	617	257	419	243	200	107
chr21	42904678	42904820	4	149	23	202	54	50	20	70	14	37	16	203	61	105	20	104	22
chr21	42908455	42908585	4	NA	NA	27	13	78	36	42	17	120	64	120	48	NA	NA	213	116
chr21	42919575	42919691	4	NA	NA	81	49	81	31	NA	NA	162	72	207	97	477	249	96	46
chr21	42922590	42922774	9	175	64	60	10	972	499	504	232	180	68	342	101	264	144	326	129
chr21	42925010	42925086	3	105	17	NA	NA	135	29	20	5	99	38	66	24	NA	NA	76	23
chr21	42932634	42932711	5	30	11	665	262	190	105	379	183	70	17	180	87	159	67	722	303
chr21	42934104	42934224	4	261	121	90	31	255	158	288	145	108	52	108	77	33	22	27	13
chr21	42937823	42937876	4	316	62	173	79	96	42	192	103	68	33	157	67	72	27	68	27
chr21	42945224	42945372	6	NA	NA	NA	NA	NA	NA	245	127	NA	NA	160	73	80	43	30	15
chr21	43010811	43011013	7	882	505	276	103	NA	NA	444	254	396	108	30	14	48	24	936	553
chr21	43016407	43016545	4	144	76	NA	NA	33	5	306	213	NA	NA	NA	NA	297	175	99	55
chr21	43022772	43022981	10	78	47	97	50	562	290	365	182	279	166	150	77	347	192	NA	NA
chr21	43025119	43025272	4	111	40	NA	NA	138	64	27	18	NA	NA	126	42	30	11	54	33
chr21	43025949	43026058	7	245	84	236	108	128	47	139	68	444	222	145	42	152	79	252	101
chr21	43026329	43026627	12	79	32	290	174	412	165	455	237	58	38	187	69	20	15	796	350
chr21	43031042	43031244	9	40	19	NA	NA	376	111	120	65	264	96	24	14	192	104	72	35
chr21	43033179	43033472	9	64	35	396	190	318	169	356	213	174	100	NA	NA	586	272	156	72
chr21	43040889	43041007	4	189	129	30	15	57	30	153	51	147	94	NA	NA	72	34	204	83
chr21	43042001	43042109	6	245	130	NA	NA	NA	NA	270	130	NA	NA	220	69	75	33	250	149
chr21	43051143	43051353	12	152	72	32	23	132	64	284	133	1456	633	552	230	516	204	960	420
chr21	43054399	43054483	3	156	71	132	54	63	28	330	131	NA	NA	54	16	246	28	30	10
chr21	43059510	43059651	7	274	97	79	41	NA	NA	NA	NA	240	130	295	103	123	44	105	35
chr21	43062173	43062241	3	48	19	108	39	300	117	225	98	351	163	45	15	39	13	27	10
chr21	43068906	43068951	5	40	20	30	11	130	47	NA	NA	200	97	125	42	40	22	50	19
chr21	43080146	43080213	5	136	60	469	229	263	90	178	90	37	15	155	87	58	22	174	66
chr21	43080339	43080663	10	257	129	341	156	359	107	490	233	395	179	688	268	679	286	346	115
chr21	43083142	43083190	3	135	47	93	29	168	55	36	6	21	8	108	32	33	7	NA	NA
chr21	43084953	43085165	10	116	64	121	67	136	62	590	295	120	64	80	34	152	75	715	338
chr21	43086231	43086295	3	147	38	84	33	120	49	NA	NA	84	39	NA	NA	21	1	39	8
chr21	43089012	43089118	4	66	40	57	35	51	25	33	8	NA	NA	234	114	NA	NA	105	58
chr21	43090434	43090626	13	222	88	713	215	693	297	633	309	482	228	353	179	375	137	529	257
chr21	43090730	43090808	6	177	93	163	39	427	234	288	108	87	53	104	47	111	72	53	24
chr21	43091971	43092201	9	34	19	105	58	945	620	121	59	87	38	290	147	254	97	649	321
chr21	43092407	43092649	14	432	216	307	161	561	253	212	84	140	50	88	49	528	298	525	259
chr21	43093223	43093528	16	429	184	555	255	605	265	550	230	239	95	659	325	301	146	353	99
chr21	43101509	43101827	15	172	100	157	82	601	218	554	258	551	269	531	248	143	55	397	222
chr21	43102244	43102425	6	104	35	136	59	150	63	86	16	42	19	100	22	214	92	146	87
chr21	43104110	43104162	4	272	127	114	30	145	67	52	30	35	24	121	69	257	157	NA	NA
chr21	43107442	43107575	4	NA	NA	NA	NA	93	37	63	25	NA	NA	NA	NA	66	21	48	16
chr21	43108408	43108449	3	45	16	228	73	45	16	51	8	27	7	174	58	150	72	30	9
chr21	43108749	43108887	9	25	7	130	58	565	192	455	232	175	28	275	128	45	15	135	59
chr21	43109546	43109602	6	54	23	264	118	150	76	54	21	72	57	42	33	114	93	66	48
chr21	43117245	43117300	4	44	26	NA	NA	120	76	124	48	44	31	24	12	NA	NA	68	39
chr21	43118079	43118129	3	NA	NA	NA	NA	156	69	99	62	39	22	105	54	135	69	69	31
chr21	43131126	43131266	4	309	248	84	48	69	46	30	16	48	41	129	95	24	19	228	94
chr21	43132389	43132441	6	NA	NA	60	34	348	178	216	160	78	49	42	10	48	29	84	61
chr21	43132744	43133102	8	225	169	363	223	716	426	493	323	86	63	164	88	214	168	335	187
chr21	43133994	43134106	4	NA	NA	132	116	187	117	108	34	197	108	171	78	149	107	208	139
chr21	43134250	43134354	7	86	53	240	85	299	207	381	227	187	134	87	73	232	139	215	104
chr21	43142342	43142428	3	27	9	168	20	72	43	66	32	NA	NA	243	123	NA	NA	84	48
chr21	43145837	43146307	24	548	395	1281	855	657	447	537	376	435	278	837	584	384	231	426	326
chr21	43146990	43147352	15	135	100	419	313	507	323	841	621	281	240	636	451	122	88	353	239
chr21	43148191	43148524	15	614	378	520	291	794	396	180	123	372	253	526	281	290	150	190	101
chr21	43155076	43155111	3	NA	NA	212	178	NA	NA	60	47	94	78	39	32	59	48	NA	NA
chr21	43157262	43157461	5	113	76	189	120	411	281	145	103	111	63	321	110	105	50	117	62
chr21	43160837	43161257	30	560	404	668	441	336	254	521	398	1417	902	819	522	628	413	122	86
chr21	43161574	43161740	13	NA	NA	84	67	252	160	576	453	384	289	240	175	912	637	288	206
chr21	43162008	43162104	6	305	165	214	140	NA	NA	63	29	255	156	402	258	172	106	301	227
chr21	43163192	43163398	4	29	27	68	36	NA	NA	51	36	57	49	NA	NA	54	39	237	200
chr21	43165621	43165934	14	578	369	257	184	530	385	150	82	298	193	279	196	120	69	382	229
chr21	43166254	43166441	9	40	24	1072	883	1224	895	272	206	616	407	136	86	48	35	304	188
chr21	43166761	43167014	17	145	121	574	369	49	39	143	86	97	59	148	102	296	205	343	274
chr21	43172086	43172202	5	NA	NA	52	39	128	66	196	140	172	91	308	256	464	332	164	93
chr21	43172621	43172834	11	172	125	62	41	246	198	545	419	69	56	127	80	278	189	171	136
chr21	43172968	43173035	5	254	142	34	25	53	43	33	19	249	189	266	131	198	129	198	147
chr21	43181378	43181752	14	327	28	836	41	368	34	670	52	396	32	214	9	859	82	441	8
chr21	43181998	43182443	16	403	43	245	33	158	4	991	183	353	18	745	61	333	28	241	3
chr21	43183620	43183762	7	222	25	78	16	NA	NA	96	4	NA	NA	210	10	24	2	NA	NA
chr21	43186425	43186884	39	1104	119	601	56	565	9	625	48	1548	100	1622	89	1654	205	2366	122
chr21	43188432	43188532	5	39	16	58	6	126	6	99	26	56	2	264	23	179	12	328	25
chr21	43188649	43188778	3	115	11	122	1	28	0	55	0	58	0	96	19	195	38	24	5
chr21	43189031	43189143	6	75	1	35	8	160	1	20	7	120	26	205	23	120	36	30	3
chr21	43192495	43192570	3	72	19	228	0	144	33	24	1	102	0	45	0	NA	NA	174	35
chr21	43195071	43195114	3	136	18	201	36	91	12	50	6	21	0	174	1	40	17	51	0
chr21	43198237	43198337	6	60	6	240	55	NA	NA	125	21	275	20	25	0	35	2	365	77
chr21	43198643	43198706	5	155	61	75	21	170	39	105	24	115	23	NA	NA	400	69	90	4
chr21	43213481	43213615	7	72	65	48	45	48	44	78	77	264	253	NA	NA	240	210	78	71
chr21	43214859	43214994	5	704	678	152	144	NA	NA	116	112	56	53	76	75	36	34	80	67
chr21	43215734	43215786	4	NA	NA	304	216	260	106	48	32	NA	NA	116	83	96	68	140	103
chr21	43221625	43221763	9	32	31	384	351	192	160	360	303	648	584	104	95	672	617	248	246
chr21	43222511	43222614	3	NA	NA	NA	NA	88	60	44	44	NA	NA	NA	NA	24	18	NA	NA
chr21	43222837	43222974	9	56	48	536	398	NA	NA	NA	NA	288	284	NA	NA	96	88	1216	1039
chr21	43223642	43223898	13	1468	1234	321	255	705	594	254	218	284	253	250	185	654	578	185	149
chr21	43224609	43224736	5	40	40	164	135	24	19	260	229	NA	NA	NA	NA	48	39	NA	NA
chr21	43228154	43228304	5	121	85	122	100	168	158	52	50	253	202	NA	NA	536	476	152	150
chr21	43228743	43228824	6	222	159	102	80	192	151	174	130	NA	NA	156	114	132	109	642	446
chr21	43232132	43232323	13	287	286	72	68	84	71	NA	NA	468	443	707	698	60	59	240	217
chr21	43232801	43232909	4	27	27	183	161	129	106	177	166	621	621	72	72	150	150	183	162
chr21	43235856	43235911	3	33	22	75	40	30	20	45	30	NA	NA	NA	NA	51	34	228	152
chr21	43236330	43236496	11	513	151	485	121	288	57	394	118	511	388	547	349	569	378	187	140
chr21	43237052	43237271	9	159	148	167	151	262	224	398	351	165	134	47	47	252	235	47	26
chr21	43239011	43239058	3	201	115	NA	NA	102	66	NA	NA	21	13	138	68	87	45	222	140
chr21	43240215	43240422	9	NA	NA	48	43	40	36	80	80	390	333	141	134	80	79	24	20
chr21	43241399	43241573	9	124	66	354	263	155	96	190	130	120	87	117	68	272	180	622	413
chr21	43242778	43242839	3	30	20	NA	NA	240	160	36	23	87	35	NA	NA	300	193	NA	NA
chr21	43243896	43243978	3	60	37	69	42	45	30	NA	NA	159	105	63	40	30	20	108	71
chr21	43244494	43244590	4	NA	NA	170	136	293	236	NA	NA	191	148	NA	NA	56	35	71	54
chr21	43244937	43245099	5	588	552	20	20	NA	NA	388	303	332	276	176	170	64	48	NA	NA
chr21	43245665	43245921	13	568	441	492	365	688	649	516	454	392	303	377	325	717	593	899	737
chr21	43248887	43248952	5	95	61	185	147	200	145	255	199	90	62	145	111	25	17	100	75
chr21	43254862	43254995	6	75	68	NA	NA	205	203	35	30	NA	NA	75	72	125	117	NA	NA
chr21	43255534	43255709	17	32	27	304	258	1168	1136	256	239	NA	NA	112	97	320	278	1248	1102
chr21	43256383	43256589	16	301	268	441	432	210	189	380	340	328	311	71	64	327	304	275	257
chr21	43256651	43256895	12	292	263	44	43	NA	NA	285	228	237	209	245	243	184	173	255	216
chr21	43259715	43259869	7	90	87	522	440	60	57	84	82	306	284	204	166	NA	NA	204	169
chr21	43265467	43265616	5	540	493	64	63	36	33	292	213	NA	NA	24	21	304	277	440	402
chr21	43273149	43273295	8	868	845	273	244	791	726	NA	NA	175	163	217	169	616	547	231	204
chr21	43273771	43273966	9	611	593	110	94	46	40	395	355	113	86	101	93	53	46	493	469
chr21	43274690	43274763	6	108	58	54	29	108	45	66	38	NA	NA	NA	NA	NA	NA	NA	NA
chr21	43279533	43279810	13	636	107	78	25	114	48	462	70	492	158	252	62	96	11	96	33
chr21	43281672	43281874	6	185	72	178	58	371	134	238	73	NA	NA	276	61	238	120	161	52
chr21	43293276	43293348	3	29	6	104	54	22	7	242	86	77	21	78	25	243	26	47	9
chr21	43298954	43299077	25	405	88	353	97	674	219	242	85	562	192	116	39	744	179	2681	822
chr21	43299195	43299235	5	130	35	125	12	40	5	115	9	415	135	60	15	395	117	115	29
chr21	43299368	43299735	49	1329	387	1303	366	912	238	559	156	1177	326	1479	411	714	131	2867	838
chr21	43299747	43300103	17	249	76	162	49	449	105	809	141	896	188	107	14	299	71	629	134
chr21	43309151	43309414	10	55	15	350	71	472	74	469	139	168	23	493	154	57	6	41	18
chr21	43312829	43313030	10	580	165	466	123	98	45	284	69	602	136	144	46	518	156	304	76
chr21	43315040	43315134	6	242	46	247	69	320	101	58	31	428	79	531	147	40	9	53	14
chr21	43315476	43315532	3	148	64	27	9	366	209	NA	NA	131	54	97	67	107	27	NA	NA
chr21	43317125	43317287	5	28	5	NA	NA	NA	NA	92	44	72	27	44	12	80	18	192	76
chr21	43319111	43319379	13	234	45	154	54	506	96	680	181	654	200	898	214	1287	481	338	98
chr21	43319707	43319907	10	179	39	471	118	NA	NA	605	186	108	42	747	209	89	30	496	157
chr21	43323840	43323890	3	159	16	195	52	NA	NA	231	58	459	187	201	23	NA	NA	72	19
chr21	43327742	43328129	27	577	212	1611	559	549	115	198	79	699	174	818	309	1331	333	380	161
chr21	43334638	43334716	4	48	7	136	0	324	52	NA	NA	84	23	NA	NA	416	75	36	3
chr21	43335517	43335706	7	170	26	278	70	24	1	428	172	159	34	92	14	54	19	128	50
chr21	43336553	43336708	5	460	38	172	59	72	11	68	14	56	19	92	35	268	95	36	10
chr21	43340167	43340325	5	176	64	36	12	224	68	128	28	100	22	NA	NA	128	38	NA	NA
chr21	43343197	43343397	12	28	13	596	146	351	93	129	35	296	93	397	87	266	84	679	231
chr21	43344424	43344538	3	122	38	20	6	60	21	NA	NA	48	12	140	42	94	38	20	10
chr21	43350238	43350365	3	44	18	NA	NA	34	13	34	10	174	18	NA	NA	40	8	162	38
chr21	43350667	43350735	4	96	1	88	33	NA	NA	20	7	NA	NA	64	12	NA	NA	144	22
chr21	43351255	43351351	4	94	28	NA	NA	213	37	335	117	26	6	344	79	215	54	69	13
